SN	DISTRICT	DIVISION	WARD	VILLAGE	MITAA	Fname	FTYPE	OWNER	PLACE	OWNER2
7940	Kondoa DC	Farkwa	Makorngo	Makorongo		Makorongo	Health Centre	LGA	Rural	Public
7941	Kondoa DC	Farkwa	Gwandi	Gwandi		Gwandi	Dispensary	LGA	Rural	Public
7943	Kondoa DC	Farkwa	Gwandi	Tumbakose		Tumbakose	Dispensary	LGA	Rural	Public
7946	Kondoa DC	Kwamtoro	Kwamtoro	Kwamtoro		Kwamtoro	Health Centre	LGA	Rural	Public
7951	Kondoa DC	Kwamtoro	Sanzawa	Sanzwa		Sanzawa	Dispensary	LGA	Rural	Public
7953	Kondoa DC	Kwamtoro	Sanzawa	Motto		Moto	Dispensary	LGA	Rural	Public
7955	Kondoa DC	Kwamtoro	Mpendo	Mpendo		Mpendo	Dispensary	LGA	Rural	Public
7958	Kondoa DC	Kwamtoro	Lalta	Lalta		Lalta	Dispensary	LGA	Rural	Public
7959	Kondoa DC	Kwamtoro	Lalta	Magambua		Magambua	Dispensary	Religious	Rural	Faith-Based
7965	Kondoa DC	Kwamtoro	Ovada	Ovada		Ovada	Dispensary	Roman Catholic	Rural	Faith-Based
7967	Kondoa DC	Kwamtoro	Ovada	Jogolo		Jogolo	Dispensary	LGA	Rural	Public
7969	Kondoa DC	Kwamtoro	Ovada	Kinyamshindo		Kinyamshindo	Dispensary	LGA	Rural	Public
7972	Kondoa DC	Bereko	Bereko	Bereko		Bereko	Dispensary	LGA	Rural	Public
7973	Kondoa DC	Bereko	Bereko	Salanka		Safina	Dispensary	Roman Catholic	Rural	Faith-Based
7975	Kondoa DC	Bereko	Bereko	Masawi		Masawi	Dispensary	LGA	Rural	Public
7976	Kondoa DC	Bereko	Kisese	Sauna		Kisese	Health Centre	LGA	Rural	Public
7979	Kondoa DC	Bereko	Kisese	Atta		Atta	Dispensary	LGA	Rural	Public
7980	Kondoa DC	Bereko	Masange	Masange		Masange	Dispensary	LGA	Rural	Public
7983	Kondoa DC	Bereko	Masange	Itololo		Itololo	Dispensary	Roman Catholic	Rural	Faith-Based
7985	Kondoa DC	Bereko	Mnenia	Mnenia		Mnenia	Dispensary	LGA	Rural	Public
7989	Kondoa DC	Bereko	Kikore	Kikore		Kikore	Dispensary	LGA	Rural	Public
7991	Kondoa DC	Bereko	Kikore	Hurui		Hurui	Dispensary	Roman Catholic	Rural	Faith-Based
7994	Kondoa DC	Bereko	Kikilo	Kikilo Kati		Kikilo	Dispensary	LGA	Rural	Public
7997	Kondoa DC	Kolo	Kolo	Kolo		Kolo	Dispensary	LGA	Rural	Public
8001	Kondoa DC	Kolo	Kolo	Hachwi		Hachwi	Dispensary	LGA	Rural	Public
8002	Kondoa DC	Kolo	Soera	Bukulu		Bukulu	Dispensary	LGA	Rural	Public
8007	Kondoa DC	Kolo	Changaa	Chololo		Chololo	Dispensary	LGA	Rural	Public
8013	Kondoa DC	Kolo	Thawi	Thawi Madukani		Thawi	Dispensary	LGA	Rural	Public
8015	Kondoa DC	Kolo	Thawi	Sakami		Sakami	Dispensary	LGA	Rural	Public
8016	Mpwapwa DC	Mpwapwa	Mpwapwa	Mpwapwa Mjini		Benjamin Mkapa	Hospital	LGA	Rural	Public
8017	Mpwapwa DC	Mpwapwa	Mpwapwa	Mpwapwa Mjini		Mpwapwa Mjini	Dispensary	BAKWATA	Rural	Private
8018	Mpwapwa DC	Mpwapwa	Mpwapwa	Mpwapwa Mjini		Masasteba	Dispensary	Private	Rural	Private
8020	Mpwapwa DC	Mpwapwa	Mpwapwa	Mwanakianga		Ttc	Dispensary	LGA	Rural	Public
8022	Mpwapwa DC	Mpwapwa	Mpwapwa	Kikombo		Nrtc	Dispensary	Parastatal	Rural	Public
8023	Mpwapwa DC	Mpwapwa	Chunyu	Msagali		Msagali	Dispensary	LGA	Rural	Public
8024	Mpwapwa DC	Mpwapwa	Chunyu	Chunyu		Chunyu	Dispensary	LGA	Rural	Public
8025	Mpwapwa DC	Mpwapwa	Chunyu	Kiegea		Kiegea	Dispensary	LGA	Rural	Public
8026	Mpwapwa DC	Mpwapwa	Chunyu	Ng'hambi		Ng'hambi	Dispensary	LGA	Rural	Public
8027	Mpwapwa DC	Mpwapwa	Matomondo	Tambi		Tambi	Dispensary	LGA	Rural	Public
8028	Mpwapwa DC	Mpwapwa	Matomondo	Mlembule		Mlembule	Dispensary	LGA	Rural	Public
8029	Mpwapwa DC	Mpwapwa	Matomondo	Mwenzele		Mwenzele	Dispensary	LGA	Rural	Public
8030	Mpwapwa DC	Mpwapwa	Matomondo	Mbori		Mbori	Dispensary	LGA	Rural	Public
8031	Mpwapwa DC	Mpwapwa	Matomondo	Mbori		Mbori	Health Centre	LGA	Rural	Public
8032	Mpwapwa DC	Mpwapwa	Berege	Berege		Berege	Dispensary	LGA	Rural	Public
8035	Mpwapwa DC	Mpwapwa	Berege	Mkanana		Mkanana	Dispensary	LGA	Rural	Public
8036	Mpwapwa DC	Mpwapwa	Berege	Chitemo		Chitemo	Dispensary	LGA	Rural	Public
8037	Mpwapwa DC	Mpwapwa	Mima	Igoji I		Igoji I	Dispensary	LGA	Rural	Public
8040	Mpwapwa DC	Mpwapwa	Mima	Iwondo		Iwondo	Dispensary	LGA	Rural	Public
8041	Mpwapwa DC	Mpwapwa	Mima	Mima		Mima	Dispensary	LGA	Rural	Public
8042	Mpwapwa DC	Mpwapwa	Mima	Mima		Mima	Health Centre	LGA	Rural	Public
8043	Mpwapwa DC	Mpwapwa	Mima	Sazima		Sazima	Dispensary	LGA	Rural	Public
8046	Mpwapwa DC	Mpwapwa	Godegode	Mgoma		Mgoma	Dispensary	LGA	Rural	Public
8047	Mpwapwa DC	Mpwapwa	Godegode	Godegode		Godegode	Dispensary	LGA	Rural	Public
8048	Mpwapwa DC	Mpwapwa	Ving?hawe	Ving'hawe		St Lukes	Health Centre	Anglican	Rural	Faith-Based
8056	Mpwapwa DC	Mpwapwa	Mazae	Gulwe		Gulwe	Dispensary	LGA	Rural	Public
8060	Mpwapwa DC	Mpwapwa	Kimagai	Inzomvu		Inzomvu	Dispensary	LGA	Rural	Public
8061	Mpwapwa DC	Kibakwe	Kibakwe	Lukole		Lukole	Dispensary	LGA	Rural	Public
8062	Mpwapwa DC	Kibakwe	Kibakwe	Kibakwe		Kibakwe	Health Centre	LGA	Rural	Public
8065	Mpwapwa DC	Kibakwe	Kibakwe	Iyenge		Iyenge	Dispensary	LGA	Rural	Public
8066	Mpwapwa DC	Kibakwe	Kibakwe	Kibakwe		Kibakwe	Dispensary	Roman Catholic	Rural	Faith-Based
8067	Mpwapwa DC	Kibakwe	Chogola	Chogola		Chogola	Dispensary	LGA	Rural	Public
8069	Mpwapwa DC	Kibakwe	Chogola	Makose		Makose	Dispensary	LGA	Rural	Public
8070	Mpwapwa DC	Kibakwe	Chogola	Winza		Winza	Dispensary	LGA	Rural	Public
8071	Mpwapwa DC	Kibakwe	Wotta	Wangi		Wangi	Dispensary	LGA	Rural	Public
8072	Mpwapwa DC	Kibakwe	Wotta	Mlunga		Mlunga	Dispensary	LGA	Rural	Public
8073	Mpwapwa DC	Kibakwe	Wotta	Lwihomelo		Lwihomelo	Dispensary	Lutheran	Rural	Faith-Based
8074	Mpwapwa DC	Kibakwe	Wotta	Mwanawotta		Mwanawotta	Dispensary	LGA	Rural	Public
8075	Mpwapwa DC	Kibakwe	Luhundwa	Kidenge		Kidenge	Dispensary	LGA	Rural	Public
8076	Mpwapwa DC	Kibakwe	Luhundwa	Luhundwa		Luhundwa	Dispensary	LGA	Rural	Public
8079	Mpwapwa DC	Kibakwe	Luhundwa	Lufu		Lufu	Dispensary	LGA	Rural	Public
8080	Mpwapwa DC	Kibakwe	Luhundwa	Ikuyu		Ikuyu	Dispensary	LGA	Rural	Public
8085	Mpwapwa DC	Kibakwe	Lumuma	Pwaga		Pwaga	Dispensary	LGA	Rural	Public
8086	Mpwapwa DC	Kibakwe	Lumuma	Mafene		Mafene	Dispensary	LGA	Rural	Public
8088	Mpwapwa DC	Kibakwe	Lumuma	Lumuma		Lumuma	Health Centre	Roman Catholic	Rural	Faith-Based
8089	Mpwapwa DC	Kibakwe	Mbuga	Galigali		Galigali	Dispensary	LGA	Rural	Public
8090	Mpwapwa DC	Kibakwe	Mbuga	Mbuga		Mbuga	Dispensary	LGA	Rural	Public
8091	Mpwapwa DC	Kibakwe	Mbuga	Kizi		Kizi	Dispensary	LGA	Rural	Public
8092	Mpwapwa DC	Kibakwe	Mbuga	Matonya		Matonya	Dispensary	LGA	Rural	Public
8093	Mpwapwa DC	Kibakwe	Mbuga	Mbuga		Mbuga	Dispensary	Roman Catholic	Rural	Faith-Based
8094	Mpwapwa DC	Kibakwe	Mbuga	Iguluwi		Mbuga	Dispensary	LGA	Rural	Public
8095	Mpwapwa DC	Rudi	Ipera	Malolo		Malolo	Dispensary	LGA	Rural	Public
8096	Mpwapwa DC	Rudi	Ipera	Ipera		Ipera	Dispensary	LGA	Rural	Public
8097	Mpwapwa DC	Rudi	Ipera	Idodoma		Idodoma	Dispensary	LGA	Rural	Public
8098	Mpwapwa DC	Rudi	Ipera	Mang'aliza		Mang'Aliza	Dispensary	LGA	Rural	Public
8099	Mpwapwa DC	Rudi	Ipera	Nzugilo		Nzugilo	Dispensary	LGA	Rural	Public
8100	Mpwapwa DC	Rudi	Ipera	Kikuyu		Kikuyu	Dispensary	LGA	Rural	Public
8101	Mpwapwa DC	Rudi	Rudi	Kisima		Kisima	Dispensary	LGA	Rural	Public
8102	Mpwapwa DC	Rudi	Rudi	Chilendu		Rudi	Dispensary	LGA	Rural	Public
8104	Mpwapwa DC	Rudi	Rudi	Mtamba		Mtamba	Dispensary	LGA	Rural	Public
8105	Mpwapwa DC	Rudi	Rudi	Mtera		Mtera	Dispensary	LGA	Rural	Public
8106	Mpwapwa DC	Rudi	Rudi	Mtera		Mtera	Dispensary	Parastatal TANESCO	Rural	Public
8107	Mpwapwa DC	Rudi	Mlunduzi	Chinyika		Chinyika	Dispensary	LGA	Rural	Public
8108	Mpwapwa DC	Rudi	Mlunduzi	Chinyanghuku		Chinyanghuku	Dispensary	LGA	Rural	Public
8109	Mpwapwa DC	Rudi	Mlunduzi	Chaludewa		Chaludewa	Dispensary	LGA	Rural	Public
8110	Mpwapwa DC	Rudi	Mlunduzi	Chipogoro		Chipogoro	Dispensary	LGA	Rural	Public
8111	Mpwapwa DC	Rudi	Mlunduzi	Seluka		Seluka	Dispensary	LGA	Rural	Public
8112	Mpwapwa DC	Rudi	Mlunduzi	Wiyenzele		Wiyenzele	Dispensary	LGA	Rural	Public
8113	Monduli DC	Manyara	Engaruka	Engaruka Juu		Engaruka	Dispensary	LGA	Rural	Public
8115	Monduli DC	Manyara	Selela	Selela		Selela	Dispensary	LGA	Rural	Public
8117	Monduli DC	Manyara	Mto Wa Mbu	Migombani		Diaconical	Dispensary	Lutheran	Rural	Faith-Based
8118	Monduli DC	Manyara	Mto Wa Mbu	Barabarani		ZACI	Dispensary	Private	Rural	Private
8119	Monduli DC	Manyara	Mto Wa Mbu	Majengo		Mto Wa Mbu	Dispensary	Roman Catholic	Rural	Faith-Based
8122	Monduli DC	Makuyuni	Esilalei	Losirwa		Mto Wa	Health Centre	LGA	Rural	Public
8123	Monduli DC	Makuyuni	Makuyuni	Mswakini Chini		Mswakini	Dispensary	LGA	Rural	Public
8126	Monduli DC	Makuyuni	Makuyuni	Makuyuni		Makuyuni	Dispensary	LGA	Rural	Public
8127	Monduli DC	Makuyuni	Makuyuni	Mbuyuni		Mbuyuni	Dispensary	LGA	Rural	Public
8129	Monduli DC	Kisongo	Monduli Juu	Mfereji		Mfereji	Dispensary	LGA	Rural	Public
8130	Monduli DC	Kisongo	Monduli Juu	Eluwai		Eluwai	Dispensary	Lutheran	Rural	Faith-Based
8131	Monduli DC	Kisongo	Monduli Juu	Enguiki		Monduli Juu	Dispensary	LGA	Rural	Public
8133	Monduli DC	Kisongo	Engutoto	Olarashi		Olarashi	Dispensary	LGA	Rural	Public
8134	Monduli DC	Kisongo	Engutoto	Sinon Ngarash		Ngarash	Dispensary	Assemblies of God	Rural	Faith-Based
8136	Monduli DC	Kisongo	Monduli Mjini	Monduli Mjini	Mjini Mashariki	Mocet	Dispensary	MDA	Rural	Public
8137	Monduli DC	Kisongo	Monduli Mjini	Monduli Mjini	Mjini Magharibi	Marie Stopes	Dispensary	Private	Rural	Private
8138	Monduli DC	Kisongo	Monduli Mjini	Monduli Mjini	Mjini Magharibi	Monduli	Hospital	LGA	Rural	Public
8139	Monduli DC	Kisongo	Sepeko	Losimingore		Losimingore	Dispensary	LGA	Rural	Public
8140	Monduli DC	Kisongo	Sepeko	Lepurko		Lepurko	Dispensary	LGA	Rural	Public
8142	Monduli DC	Kisongo	Sepeko	Mti Mmoja		Arkatan	Dispensary	LGA	Rural	Public
8143	Monduli DC	Kisongo	Sepeko	Lendikinya		Lendikinya	Dispensary	LGA	Rural	Public
8144	Monduli DC	Kisongo	Sepeko	Arkaria		Arkaria	Dispensary	LGA	Rural	Public
8145	Monduli DC	Kisongo	Sepeko	Lashaine		Tma	Dispensary	TPDF	Rural	Public
8146	Monduli DC	Kisongo	Sepeko	Meserani Juu		Meserani Juu	Dispensary	LGA	Rural	Public
8147	Monduli DC	Kisongo	Sepeko	Meserani Juu		Sofa	Dispensary	TPDF	Rural	Public
8151	Monduli DC	Kisongo	Lolkisale	Lolkisale		Lolkisale	Dispensary	LGA	Rural	Public
8152	Monduli DC	Kisongo	Moita	Moita Bwawani		Moita Bwawani	Dispensary	LGA	Rural	Public
8153	Monduli DC	Kisongo	Moita	Moita Kiloriti		Moita Kiloriti	Dispensary	LGA	Rural	Public
8156	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	Mt Meru	Hospital	LGA	Urban	Public
8157	Arusha MC	Themi	Ngarenaro	Moita Kipok	Ngarenaro	St Elizabeth	Hospital	Roman Catholic	Urban	Faith-Based
8158	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	AICC	Hospital	Parastatal	Urban	Public
8159	Arusha MC	Themi	Kaloleni	Moita Kipok	Kaloleni	Ithnasheri	Hospital	Religious	Urban	Faith-Based
8160	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Marie Stopes	Hospital	Private	Urban	Private
8161	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Arusha Lutheran Center	Hospital	Lutheran	Urban	Faith-Based
8162	Arusha MC	Themi	Kaloleni	Moita Kipok	Kaloleni	Kaloleni	Health Centre	MDA	Urban	Public
8163	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Levolosi	Health Centre	MDA	Urban	Public
8164	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Ngarenaro	Health Centre	MDA	Urban	Public
8165	Arusha MC	Themi	Terrat	Moita Kipok	Terrat	Mkonoo	Health Centre	MDA	Urban	Public
8166	Arusha MC	Themi	Kati	Moita Kipok	Kati	St Thomas	Health Centre	Private	Urban	Private
8167	Arusha MC	Themi	Themi	Moita Kipok	Themi	Old Arusha	Health Centre	Private	Urban	Private
8168	Arusha MC	Themi	Kaloleni	Moita Kipok	Kaloleni	Old Ausha Hospital for Women	Health Centre	Private	Urban	Private
8169	Arusha MC	Themi	Kati	Moita Kipok	Kati	Shree Hindu	Health Centre	Private	Urban	Private
8170	Arusha MC	Themi	Kaloleni	Moita Kipok	Kaloleni	Soweto	Health Centre	Private	Urban	Private
8171	Arusha MC	Themi	Ngarenaro	Moita Kipok	Ngarenaro	Jobi	Health Centre	Private	Urban	Private
8172	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	Arr	Health Centre	Private	Urban	Private
8173	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Majengo	Health Centre	Private	Urban	Private
8174	Arusha MC	Themi	Themi	Moita Kipok	Themi	Themi	Health Centre	MDA	Urban	Public
8176	Arusha MC	Themi	Kati	Moita Kipok	Kati	KAM Medical Center	Dispensary	Private	Urban	Private
8177	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Sakina JWTZ	Dispensary	TPDF	Urban	Public
8178	Arusha MC	Elerai	Sokon 1	Moita Kipok	Sokon 1	Heri	Dispensary	Private	Urban	Private
8179	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	Arusha X-Ray Center	Dispensary	Private	Urban	Private
8180	Arusha MC	Suye	Oloirien	Moita Kipok	Oloirien	Kijenge	Dispensary	Roman Catholic	Urban	Faith-Based
8181	Arusha MC	Suye	Kimandolu	Moita Kipok	Kimandolu	Huruma Kimandolu	Dispensary	Private	Urban	Private
8182	Arusha MC	Suye	Kimandolu	Moita Kipok	Kimandolu	Gogi Daraja II	Dispensary	Private	Urban	Private
8183	Arusha MC	Suye	Oloirien	Moita Kipok	Oloirien	TAG (Kilimanjaro)	Dispensary	Religious	Urban	Faith-Based
8184	Arusha MC	Suye	Oloirien	Moita Kipok	Oloirien	Arusha Laboratory	Dispensary	Religious	Urban	Faith-Based
8185	Arusha MC	Suye	Baraa	Moita Kipok	Baraa	Baraa	Dispensary	Roman Catholic	Urban	Faith-Based
8186	Arusha MC	Suye	Oloirien	Moita Kipok	Oloirien	Okoa	Dispensary	Religious	Urban	Faith-Based
8187	Arusha MC	Elerai	Lemara	Moita Kipok	Lemara	Huruma Kanora	Dispensary	Religious	Urban	Faith-Based
8188	Arusha MC	Elerai	Lemara	Moita Kipok	Lemara	ZAAC I Daraja II	Dispensary	Religious	Urban	Faith-Based
8189	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Happy	Dispensary	Religious	Urban	Faith-Based
8190	Arusha MC	Elerai	Sombetini	Moita Kipok	Sombetini	Kerai Tag	Dispensary	Religious	Urban	Faith-Based
8191	Arusha MC	Elerai	Engutoto	Moita Kipok	Engutoto	Taso X-Ray Center	Dispensary	Religious	Urban	Faith-Based
8192	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Bagari Majengo	Dispensary	Religious	Urban	Faith-Based
8193	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Upone	Dispensary	Religious	Urban	Faith-Based
8194	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	St Veronica	Dispensary	Religious	Urban	Faith-Based
8195	Arusha MC	Elerai	Sombetini	Moita Kipok	Sombetini	Lulu	Dispensary	Religious	Urban	Faith-Based
8196	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Elerai West End	Dispensary	Religious	Urban	Faith-Based
8197	Arusha MC	Elerai	Elerai	Moita Kipok	Elerai	Mianzini	Dispensary	Religious	Urban	Faith-Based
8198	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Ithnasheri	Dispensary	Religious	Urban	Faith-Based
8199	Arusha MC	Themi	Ngarenaro	Moita Kipok	Ngarenaro	Icmf	Dispensary	Religious	Urban	Faith-Based
8200	Arusha MC	Themi	Themi	Moita Kipok	Themi	Arusha School	Dispensary	Religious	Urban	Faith-Based
8201	Arusha MC	Themi	Unga Ltd	Moita Kipok	Unga LTD	Gogi Unga Ltd	Dispensary	Religious	Urban	Faith-Based
8202	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Sikh Temple	Dispensary	Assemblies of God	Urban	Faith-Based
8203	Arusha MC	Themi	Sombetini	Moita Kipok	Sombetini	Oljoro Road	Dispensary	Religious	Urban	Faith-Based
8204	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	Gwasi Sanawari	Dispensary	Religious	Urban	Faith-Based
8205	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Bagari Levolosi	Dispensary	Religious	Urban	Faith-Based
8206	Arusha MC	Themi	Unga Ltd	Moita Kipok	Unga Ltd	Terrat Road	Dispensary	Religious	Urban	Faith-Based
8207	Arusha MC	Themi	Sekei	Moita Kipok	Sekei	Upendo	Dispensary	Religious	Urban	Faith-Based
8208	Arusha MC	Themi	Unga Ltd	Moita Kipok	Unga ltd	St Michael	Dispensary	Religious	Urban	Faith-Based
8209	Arusha MC	Themi	Unga Ltd	Moita Kipok	Unga Ltd	Holly Family	Dispensary	Religious	Urban	Faith-Based
8210	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Cogi Levolosi	Dispensary	Religious	Urban	Faith-Based
8211	Arusha MC	Themi	Themi	Moita Kipok	Themi	Moshi Arusha Occupational	Dispensary	Religious	Urban	Faith-Based
8212	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Seliani Town Clinic	Dispensary	Lutheran	Urban	Faith-Based
8213	Arusha MC	Themi	Levolosi	Moita Kipok	Levolosi	Arusha Medical Center	Dispensary	Religious	Urban	Faith-Based
8214	Arusha MC	Themi	Kati	Moita Kipok	Kati	Suni	Dispensary	Assemblies of God	Urban	Faith-Based
8215	Arusha MC	Themi	Kati	Moita Kipok	Kati	Shabana	Dispensary	Religious	Urban	Faith-Based
8216	Ngonrongo DC	Loliondo	Arash	Arash		Arashi	Dispensary	Lutheran	Rural	Faith-Based
8219	Ngonrongo DC	Loliondo	Orgosorok	Sakala		Sakala	Dispensary	LGA	Rural	Public
8220	Ngonrongo DC	Loliondo	Orgosorok	Enguserosambu		Enguserosambu	Dispensary	LGA	Rural	Public
8221	Ngonrongo DC	Loliondo	Orgosorok	Loliondo		Loliondo	Health Centre	LGA	Rural	Public
8222	Ngonrongo DC	Loliondo	Orgosorok	Olorien Magaiduru		Magaiduru	Dispensary	LGA	Rural	Public
8223	Ngonrongo DC	Loliondo	Orgosorok	Olorien Magaiduru		Wasso	Hospital	Roman Catholic	Rural	Faith-Based
8224	Ngonrongo DC	Loliondo	Soitsambu	Ollosokwan		Sero	Dispensary	LGA	Rural	Public
8225	Ngonrongo DC	Loliondo	Soitsambu	Oloipiri		Oloipiri	Dispensary	LGA	Rural	Public
8226	Ngonrongo DC	Loliondo	Soitsambu	Soitsambu		Soitsambu	Dispensary	LGA	Rural	Public
8227	Ngonrongo DC	Ngorongoro	Endulen	Endulen		Endulen	Hospital	Roman Catholic	Rural	Faith-Based
8228	Ngonrongo DC	Ngorongoro	Endulen	Esere		Esere	Dispensary	LGA	Rural	Public
8229	Ngonrongo DC	Ngorongoro	Endulen	Oipiro		Oipiro	Dispensary	LGA	Rural	Public
8230	Ngonrongo DC	Ngorongoro	Kakesio	Kakesio		Kakesio	Dispensary	LGA	Rural	Public
8233	Ngonrongo DC	Ngorongoro	Nainokanoka	Bulati		Bulati	Dispensary	LGA	Rural	Public
8234	Ngonrongo DC	Ngorongoro	Nainokanoka	Irkepus		Irkepusi	Dispensary	LGA	Rural	Public
8235	Ngonrongo DC	Ngorongoro	Nainokanoka	Nainokanaoka		Mnyai	Health Centre	LGA	Rural	Public
8237	Ngonrongo DC	Ngorongoro	Nayobi	Nayobi		Nayobi	Dispensary	LGA	Rural	Public
8238	Ngonrongo DC	Ngorongoro	Ngorongoro	Misigiyo		Misigiyo	Dispensary	LGA	Rural	Public
8239	Ngonrongo DC	Ngorongoro	Ngorongoro	Ngorongoro Makao		Ncaa	Dispensary	Parastatal	Rural	Public
8241	Ngonrongo DC	Ngorongoro	Olbalbal	Meshili		Olbalbal	Dispensary	LGA	Rural	Public
8243	Ngonrongo DC	Sale	Digodigo	Digodigo		Digodigo	Dispensary	Roman Catholic	Rural	Faith-Based
8245	Ngonrongo DC	Sale	Digodigo	Mgongo		Mgongo	Dispensary	LGA	Rural	Public
8246	Ngonrongo DC	Sale	Digodigo	Mugholo		Mugholo	Dispensary	LGA	Rural	Public
8247	Ngonrongo DC	Sale	Digodigo	Samunge		Samunge	Dispensary	LGA	Rural	Public
8250	Ngonrongo DC	Sale	Malambo	Malambo		Malambo	Health Centre	LGA	Rural	Public
8251	Ngonrongo DC	Sale	Malambo	Piyaya		Piyaya	Dispensary	Lutheran	Rural	Faith-Based
8252	Ngonrongo DC	Sale	Oldonyosambu	Oldonyosambu		Oldonyosambu	Dispensary	LGA	Rural	Public
8253	Ngonrongo DC	Sale	Pinyinyi	Pinyinyi		Pinyinyi	Dispensary	LGA	Rural	Public
8254	Ngonrongo DC	Sale	Pinyinyi	Engaresero		Engaresero	Dispensary	LGA	Rural	Public
8255	Ngonrongo DC	Sale	Sale	Sale		Sale	Dispensary	LGA	Rural	Public
8257	Longido DC	Enduyment	Olmolog	Irkaswa		Irkaswa	Dispensary	LGA	Rural	Public
8258	Longido DC	Enduyment	Olmolog	Kamwanga		Kamwanga	Dispensary	LGA	Rural	Public
8259	Longido DC	Enduyment	Olmolog	Kitendeni		Kitendeni	Dispensary	LGA	Rural	Public
8260	Longido DC	Enduyment	Olmolog	Lerangwa		Lerangwa	Dispensary	LGA	Rural	Public
8261	Longido DC	Enduyment	Olmolog	Olmolog		Olmolog	Dispensary	LGA	Rural	Public
8262	Longido DC	Enduyment	Tingatinga	Ngereyani		Ngereyani	Dispensary	LGA	Rural	Public
8263	Longido DC	Enduyment	Tingatinga	Sinya		Sinya	Dispensary	LGA	Rural	Public
8264	Longido DC	Enduyment	Tingatinga	Tingatinga		Tingatinga	Dispensary	LGA	Rural	Public
8265	Longido DC	Ketumbeine	Gelai Lumbwa	Gelai Bomba		Gelai Bomba	Dispensary		Rural	TBD
8267	Longido DC	Ketumbeine	Gelai Lumbwa	Gelai Lumbwa		Gelai Lumbwa	Dispensary		Rural	TBD
8268	Karatu DC	Endabash	Kansay	Kansay		Kansay	Health Centre	Lutheran	Rural	Faith-Based
8269	Karatu DC	Endabash	Kansay	Laja		Laja	Dispensary	LGA	Rural	Public
8270	Karatu DC	Endabash	Endabash	Endabash		Endabash	Health Centre	LGA	Rural	Public
8271	Karatu DC	Endabash	Endabash	Qaru		Qaru	Dispensary	Roman Catholic	Rural	Faith-Based
8272	Karatu DC	Endabash	Buger	Ayalaliyo		Buger	Dispensary	Lutheran	Rural	Faith-Based
8273	Karatu DC	Endabash	Endamarariek	Endamarariek		Endamarariek	Health Centre	Roman Catholic	Rural	Faith-Based
8274	Karatu DC	Endabash	Endamarariek	Getamaock		Getamock	Dispensary	Lutheran	Rural	Faith-Based
8275	Karatu DC	Endabash	Endamarariek	Khusumay		Khusumay	Dispensary	LGA	Rural	Public
8276	Karatu DC	Endabash	Endamarariek	Endalah		Endalah	Dispensary	Lutheran	Rural	Faith-Based
8277	Karatu DC	Endabash	Endamarariek	Bassodowish		Bassodowish	Dispensary	LGA	Rural	Public
8278	Karatu DC	Endabash	Endamarariek	Bassodowish		Tumaini	Dispensary	Private	Rural	Private
8279	Karatu DC	Karatu	Karatu	Karatu		Karatu	Health Centre	LGA	Rural	Public
8280	Karatu DC	Karatu	Karatu	Karatu		Holly Spirit	Dispensary	Private	Rural	Private
8281	Karatu DC	Karatu	Karatu	Karatu		Marie Stopes	Health Centre	Private	Rural	Private
8282	Karatu DC	Karatu	Karatu	Karatu		Karatu	Dispensary	Roman Catholic	Rural	Faith-Based
8283	Karatu DC	Karatu	Karatu	Karatu		Baraka	Dispensary	Private	Rural	Private
8284	Karatu DC	Karatu	Karatu	Karatu		Goranga	Dispensary	Private	Rural	Private
8285	Karatu DC	Karatu	Karatu	Karatu		Amani	Dispensary	Private	Rural	Private
8286	Karatu DC	Karatu	Karatu	Karatu		CRCT	Dispensary	Private	Rural	Private
8287	Karatu DC	Karatu	Karatu	G/lambo		G/Lambo	Dispensary	LGA	Rural	Public
8288	Karatu DC	Karatu	Ganako	Ayalabe		Ayalabe	Dispensary	LGA	Rural	Public
8289	Karatu DC	Karatu	Ganako	Tloma		Tloma	Dispensary	LGA	Rural	Public
8290	Karatu DC	Karatu	Ganako	Tloma		Wayda	Dispensary	Private	Rural	Private
8291	Karatu DC	Karatu	Qurus	Qurus		Qurus	Dispensary	LGA	Rural	Public
